sku,airmart_product_id,airmart_option_id,name,category,price,original_price,unit,stock,inventory_type,visible,hidden,tag,description,image,images,addons,sort_order
"AIR-14067076","14067076","14067076","兵库县小号煮萤光鱿鱼｜Small size Boiled Hotaruika (Firefly Squid)","① 先付・前菜  Zensai / Appetizers 开胃清爽的起点，从轻盈的味道唤醒味蕾，为整套Omakase铺陈出第一段节奏","32","0","300g","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1f0eea50-175b-11f1-abd1-993c4c4eec5e.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1f0eea50-175b-11f1-abd1-993c4c4eec5e.jpg","","280"
"AIR-16797154","16797154","16797154","富山县大号煮萤光鱿鱼｜Big size Boiled Hotaruika (Firefly Squid)","① 先付・前菜  Zensai / Appetizers 开胃清爽的起点，从轻盈的味道唤醒味蕾，为整套Omakase铺陈出第一段节奏","39","0","300g","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1dd26e80-323d-11f1-941e-2ffb7140a06a.png","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1dd26e80-323d-11f1-941e-2ffb7140a06a.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1f0a5240-323d-11f1-a0d0-83161f116246.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/2022c720-323d-11f1-bea5-efe04dd9b3d6.png","","281"
"AIR-11751588","11751588","11751588","针鱼｜清爽轻盈 · 开场之选（刺身级） Sayori | Light & Elegant Starter (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","27","0"," Approx. 0.3-0.5lb/each | Price per 0.5lb | Charged by actual weight","","unlimited","false","true","","针鱼（サヨリ / Sayori）是日本料理中非常受欢迎的清爽型白身鱼。\n 鱼肉细嫩紧致、清甜回甘，油脂清爽不腻，海味干净。\n 适合做 刺身、握寿司、昆布締め、盐烧/轻煎，也是Omakase里非常经典的“清爽白身位/过渡位”食材。🐟✨\n产品亮点\n日料经典鱼种：寿司店常见\n口感：细嫩紧致、清甜回甘\n风味：海味干净，清爽不腻\n用途：刺身/寿司、昆布締め、盐烧、轻煎\n4) ✅ Omakase推荐吃法（针鱼最出彩的3种）\n① 刺身（最推荐✅）\n斜切薄片 0.5–0.8cm\n 搭配：海盐 + 柑橘（酢橘/柚子）\n清甜更突出，余韵更干净。\n② 握寿司（Nigiri）\n轻刷昆布酱油（Nikkiri）\n 点少许山葵\n口感清爽，是很高级的白身位。\n③ 盐烧（居酒屋经典）\n撒盐轻烤/轻煎\n 外皮微焦，内里细嫩\n简单却很香，家庭快手必备。\n5) ✅ Omakase摆盘步骤\n【Omakase Sayori 出餐流程】\n低温保鲜 0–4°C\n切片前回温 1–2分钟（甜味更明显）\n斜切薄片，保持纹理\n紫苏叶 + 白萝卜丝打底\n少量盐/柑橘或酱油轻点\n点睛：柚子皮屑/细葱少许\n定位：Omakase清爽白身位 / 过渡位\n\nFresh Sayori (Japanese Halfbeak) is a popular Japanese white fish known for its clean sweetness and tender, refined texture. Light, refreshing, and delicate. Perfect for sashimi, nigiri sushi, kombu-jime curing, or simple salt-grilling.\nKey Features\nClassic Japanese sushi fish\nTaste: clean sweetness, refreshing finish\nTexture: tender yet firm bite\nBest for: sashimi, sushi, grilled\nOmakase Tip\nServe with sea salt + citrus to highlight its natural sweetness.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/5d119520-324d-11f1-bea5-efe04dd9b3d6.png","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/5d119520-324d-11f1-bea5-efe04dd9b3d6.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/66e54c90-324d-11f1-bea5-efe04dd9b3d6.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/67920750-324d-11f1-941e-2ffb7140a06a.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/594e2900-f64b-11f0-9829-7df5b99263d0.jpg","","282"
"AIR-11409946","11409946","11409946","蜜柑鲷｜柑橘风味（刺身级） Mikan Tai | Citrus-Fed (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","25","0"," Approx. 3-4 lb each | Price per lb | Charged by actual weight","","unlimited","false","true","Seasonal ","蜜柑鯛（みかん鯛）是日本人气特色品牌真鲷，以“清甜干净、带淡淡柑橘清香”著称。\n 肉质细嫩紧致、鲜味纯净，入口回甘悠长。非常适合做刺身、握寿司、鲷鱼茶泡饭，也可清蒸或涮锅，风味清爽不腻。🍊🐟\n产品亮点\n特色品牌鱼：日本蜜柑鯛（Mikan-dai）\n风味特点：清甜回甘，带淡淡柑橘清香\n口感：紧致细嫩、鲜味干净\n推荐吃法：刺身/寿司/茶泡饭/涮锅/清蒸\n✅ Omakase 推荐吃法\n① 刺身厚切（最推荐）✅\n厚切 0.8–1.2cm\n 搭配建议：盐 + 酢橘/柚子（最能提现“蜜柑感”）\n② 握寿司（Nigiri）\n轻刷昆布酱油（Nikkiri）\n 点缀柚子皮屑/细葱少许\n③ 鲷鱼茶泡饭（Tai Chazuke）\n蜜柑鯛薄片铺热饭\n 淋热高汤/焙茶，撒海苔芝麻\n清香与回甘会更温柔、很高级。\n4) ✅ Omakase 刺身摆盘步骤\n【Omakase Fresh Mikan-dai 出餐流程】\n低温保鲜：保持冰鲜，出餐前回温 2–3 分钟\n切法：顺纹理切片（更嫩更甜）\n摆盘底：紫苏叶 + 白萝卜丝\n调味建议（克制更高级）：\n首选：盐 + 酢橘/柚子汁\n备选：昆布酱油轻刷\n点睛：柚子皮屑/木芽少许\n配菜：腌姜、渍物（少量）\nChef小贴士：蜜柑鯛本身味道干净，不要重酱油，用盐和柑橘更显贵。\n\nFresh Mikan-dai (Japanese Citrus Sea Bream) is a premium branded sea bream known for its clean sweetness and subtle citrus aroma.\n Firm yet tender with a refined umami finish. Ideal for sashimi, nigiri sushi, tai chazuke (sea bream tea rice), hot pot, or gentle steaming.\nKey Features\nType: Japanese branded sea bream (Mikan-dai)\nTaste: clean sweetness, subtle citrus aroma\nTexture: firm, tender, refined white fish\nBest for: sashimi, sushi, chazuke, hot pot, steaming\nOmakase Tip\nServe with sea salt and citrus (yuzu/sudachi) to highlight the signature aroma. Avoid heavy soy sauce.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/9dcad010-3246-11f1-955a-9f1856400674.png","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/9dcad010-3246-11f1-955a-9f1856400674.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/a48fe7f0-3246-11f1-a0d0-83161f116246.png","","283"
"AIR-8732757","8732757","8732757","小鲷｜轻腌风味 · 清爽细腻（刺身级） Kodai | Lightly Cured, Clean & Delicate (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","30","0"," Approx. 0.6-0.8 each | Price per lb | Charged by actual weight","","unlimited","false","true","","小鯛（たいわんだい / Taiwan-dai）是日式料理中非常受欢迎的清爽白身鱼。\n 肉质细嫩紧致、鲜甜淡雅，入口清爽不腻，带自然回甘。\n 适合做 刺身、握寿司、清蒸、涮锅、煎烤 等多种料理，是Omakase白身鱼位与家庭健康餐桌的百搭选择。🐟✨\n产品亮点\n口感：细嫩紧致、清爽不腻\n风味：鲜甜淡雅、回甘干净\n适用料理：刺身/寿司、清蒸、涮锅、煎烤\n推荐场景：Omakase白身位、家庭正餐、便当配菜\n✅ Omakase 推荐吃法\n① 刺身（Sashimi）✅\n厚切 0.8–1.2cm\n 调味建议：盐 + 酢橘/柚子（最能凸显清甜）\n② 握寿司（Nigiri）\n轻刷昆布酱油（Nikkiri）\n 点一点山葵，味道更干净。\n③ 鲷鱼茶泡饭（Chazuke）\n薄切小鯛铺热饭\n 淋热高汤/焙茶，撒海苔芝麻\n清甜会更柔和，特别高级耐吃。\n4) ✅ Omakase 摆盘步骤\n【Omakase Taiwan-dai 出餐流程】\n保鲜：0–4°C冷藏，出餐前回温2–3分钟\n切法：顺纹理切片，厚切更显甜\n摆盘底：紫苏叶 + 白萝卜丝\n调味建议：\n首选：盐 + 酢橘\n备选：昆布酱油轻刷\n点睛：柚子皮屑/木芽少许\n定位：Omakase白身鱼位（清爽收口）\nChef小贴士：小鯛风味细腻，酱油越少越高级。\n\nTaiwan-dai (Japanese Small Sea Bream) is a delicate white fish commonly enjoyed in Japanese cuisine.\n Known for its clean sweetness and tender, firm texture with a refreshing finish. Ideal for sashimi, nigiri sushi, steaming, hot pot, or pan-searing.\nKey Features\nTaste: clean sweetness, mild umami\nTexture: tender yet firm, refreshing\nBest for: sashimi, sushi, steaming, hot pot, grilling\nOmakase Tip\nServe with sea salt + citrus (yuzu/sudachi) to highlight its natural sweetness. Avoid heavy soy sauce.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/3fe9e5d0-259a-11f0-875c-9d005a65269c.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/3fe9e5d0-259a-11f0-875c-9d005a65269c.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/3f888bf0-259a-11f0-8ea2-4f04f4144870.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/404413c0-259a-11f0-b483-e5be27c521a4.jpg","","284"
"AIR-14066576","14066576","14066576","春子鲷｜职人轻腌 · 风味细致（刺身级） Kasugo | Artisan Cured, Delicate Flavor (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","32","0","2pc 0.8lb","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c2a0f4c0-2da8-11f1-a0d0-83161f116246.png","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c2a0f4c0-2da8-11f1-a0d0-83161f116246.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/8ae2b230-3249-11f1-941e-2ffb7140a06a.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/8b7fdc90-3249-11f1-a0d0-83161f116246.png","","285"
"AIR-9469740","9469740","9469740","真鲷｜经典白身 · 清爽细腻（刺身级） Tai | Classic Clean White Fish (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","23","35"," Approx. 2.5–3 lb each | Price per lb | Charged by actual weight","","unlimited","false","true","最受欢迎","真鲷（まだい / Madai）被誉为日式白身鱼之王。\n 肉质细嫩紧致、鲜甜清爽，入口回甘干净，几乎适合所有日式料理：\n 可做 刺身、握寿司、昆布締め、鲷鱼茶泡饭，也可清蒸、盐烤或涮锅，是Omakase与家庭餐桌都极受欢迎的经典食材。🐟✨\n产品亮点\n风味：鲜甜淡雅、回甘干净\n口感：紧致细嫩、清爽不腻\n适用料理：刺身/寿司、昆布締め、茶泡饭、清蒸、盐烤、涮锅\n推荐场景：Omakase白身位、家庭正餐、宴客料理\n✅ Omakase推荐吃法（真鲷必做三件套）\n① 刺身厚切（Sashimi）✅\n厚切 0.8–1.2cm\n 调味建议：盐 + 酢橘/柚子（更能提现清甜）\n② 握寿司（Nigiri）\n轻刷昆布酱油（Nikkiri）\n 点一点山葵，清爽又高级。\n③ 昆布締め（Komujime）/ 熟成风味（高级加分）\n用昆布包裹短时间熟成\n 旨味会更集中，口感更像高级寿司店。\n4) ✅ Omakase 摆盘步骤（专业SOP）\n【Omakase Madai 出餐流程】\n保鲜：0–4°C冷藏，出餐前回温2–3分钟\n切法：顺纹理切片，刺身厚切更显甜\n摆盘底：紫苏叶 + 白萝卜丝\n调味建议（克制更高级）：\n首选：盐 + 酢橘\n备选：昆布酱油轻刷\n点睛：柚子皮屑/木芽少许\n定位：Omakase白身位（清爽收口）\nChef小贴士：真鲷清甜细腻，重酱油会压味，盐与柑橘最能体现高级感。\n\nJapanese Red Sea Bream (Madai) is one of the most iconic white fish in Japanese cuisine.\n Known for its clean sweetness, firm yet tender texture, and elegant finish. Perfect for sashimi, nigiri sushi, kombu-jime curing, tai chazuke (sea bream tea rice), steaming, grilling, or hot pot.\nKey Features\nTaste: clean sweetness, delicate umami\nTexture: firm, tender, refreshing\nBest for: sashimi, sushi, kombu-jime, chazuke, steaming, grilling, hot pot\nOmakase Tip\nServe with sea salt + citrus to highlight natural sweetness. Use minimal soy sauce for a refined finish.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/75f4b7c0-2fba-11f0-875c-9d005a65269c.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/75f4b7c0-2fba-11f0-875c-9d005a65269c.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/765463f0-2fba-11f0-9470-63432f4ee61e.jpg","","286"
"AIR-9520911","9520911","9520911","金线鱼｜清甜细腻 · 口感柔和（刺身级） Itoyoridai | Clean, Sweet & Tender (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","35","0","Approx. 1.5-2lb each | Price per lb | Charged by actual weight","","unlimited","false","true","","产品名称：【金线鱼（いとより鯛 Itoyoridai）】\n 金线鱼以其标志性的金色线纹与细致白肉闻名，肉质洁白细嫩，入口清爽带自然甜味，鲜味干净且腥味低。无论是家庭料理还是宴席出品，都能轻松驾驭。特别适合清蒸、盐烧、照烧与日式汤品，是日料店常用的经典白身鱼。\n核心卖点：\n✅ 白肉细嫩，清甜回甘\n✅ 腥味低，适合大众口味\n✅ 料理百搭：蒸/烤/煎/炸/汤都适合\n✅ 日料店经典用鱼\n建议料理：**清蒸姜葱｜日式盐烧｜照烧｜唐扬炸｜味噌汤/清汤火锅\n\nProduct Name: Golden Threadfin Bream (Itoyoridai)\n Golden Threadfin Bream is known for its elegant golden stripes and delicate white flesh. It delivers a clean, mildly sweet flavor with a tender, flaky texture and minimal fishiness. A favorite in Japanese cuisine, it is highly versatile and perfect for both home cooking and restaurant-quality dishes. Best enjoyed through steaming, salt-grilling (shioyaki), teriyaki, karaage (fried), or light soups.\nKey Highlights:\n✅ Tender, delicate white flesh\n✅ Clean taste with mild sweetness\n✅ Low fishiness, widely appealing\n✅ Versatile cooking: steam/grill/pan-fry/deep-fry/soup\n✅ Popular in Japanese restaurants\nRecommended Cooking Methods: Steaming | Shioyaki | Teriyaki | Karaage | Miso Soup / Clear Soup\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/6de2ae30-92ba-11f0-b149-f3f1aa2338f4.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/6de2ae30-92ba-11f0-b149-f3f1aa2338f4.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/6e375de0-92ba-11f0-9eb5-89bbbfa3463d.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/6e8556d0-92ba-11f0-b149-f3f1aa2338f4.jpg","","287"
"AIR-9215298","9215298","9215298","长崎伊佐木｜皮香微脂 · 风味立体（刺身级） Isaki | Lightly Fatty with Seared Skin Aroma (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","39","0","Approx. 1.6lb each | Price per lb | Charged by actual weight","","unlimited","false","true","","イサキ（伊佐木）是日本料理非常受欢迎的白身鱼之一，以细嫩肉质与清爽油脂闻名。\n 本品为长崎县养殖イサキ，品质稳定、油脂更饱满，入口清甜细腻，带淡淡坚果香与回甘。\n 适合做 刺身、握寿司、炙烧（炙皮更香）、盐烤/清蒸，是Omakase白身位与家庭高端料理的理想选择。🐟✨\n产品亮点\n产地：日本长崎县\n方式：养殖（品质稳定、油脂更均匀）\n口感：细嫩紧致、油脂清爽\n风味：清甜回甘，香气干净\n用途：刺身/寿司、炙烧、盐烤、清蒸\n4) ✅ Omakase推荐吃法（伊佐木最强3种）\n① 炙皮刺身（最推荐✅）\n带皮切片\n 表面快速炙烧 1–2秒\n 搭配：海盐 + 酢橘/柚子\n伊佐木“炙皮”香气会非常迷人，是寿司店经典吃法。\n② 握寿司（Nigiri）\n轻刷昆布酱油（Nikkiri）\n 点少许山葵\n油脂细腻，口感非常平衡。\n③ 盐烤/清蒸（家庭必备）\n简单盐烤外焦里嫩\n 或清蒸保持清甜\n特别适合配饭、便当或宴客。\n5) ✅ Omakase摆盘步骤（专业SOP）\n【Omakase Isaki 出餐流程】\n低温保鲜 0–4°C\n切片前回温 1–2分钟（甜味更明显）\n切片：顺纹理斜切（0.6–0.9cm）\n可选：炙烧皮面 1–2秒（强烈推荐✅）\n摆盘：紫苏叶 + 白萝卜丝打底\n调味：盐 + 柑橘 或 酱油轻点\n定位：Omakase白身位/炙皮位\n\nFarmed Isaki (Nagasaki, Japan) is a premium Japanese white fish known for its delicate sweetness and refined fat. Nagasaki farmed isaki offers stable quality and a rich yet clean finish. Ideal for sashimi, nigiri sushi, lightly seared skin (aburi), salt-grilling, or steaming.\nKey Features\nOrigin: Nagasaki, Japan\nFarmed: stable quality, balanced fat\nTaste: clean sweetness, subtle nutty aroma\nBest for: sashimi, sushi, aburi, grilled\nOmakase Tip\nLightly sear the skin side for extra aroma, then serve with sea salt + citrus.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/09b26460-8dd2-11f0-b7ea-cd5c8a3bce87.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/09b26460-8dd2-11f0-b7ea-cd5c8a3bce87.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ed8936c0-8d53-11f0-b7ea-cd5c8a3bce87.jpg","","288"
"AIR-12119643","12119643","12119643","剥皮鱼｜肝酱搭配 · 鲜味浓郁（刺身级） Kawahagi | Liver-Paired, Umami Rich (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","49","0","Approx. 1lb each | Price per lb | Charged by actual weight","","unlimited","false","true","肝酱浓郁","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/0bd3e5f0-3243-11f1-941e-2ffb7140a06a.png","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/0bd3e5f0-3243-11f1-941e-2ffb7140a06a.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/7040f960-3243-11f1-a0d0-83161f116246.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/70e3c910-3243-11f1-941e-2ffb7140a06a.png","","289"
"AIR-5798094","5798094","5798094","金目鲷｜柔润细腻 · 微甜风味（刺身级） Kinmedai | Tender & Slightly Sweet (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","59","0"," Approx.2.2-2.6 lb each | Price per lb | Charged by actual weight","","unlimited","false","true","","金目鯛（キンメダイ / Kinmedai）是日本高端白身鱼中的“油脂王者”，以其脂香浓郁、口感细嫩、甜味与旨味层次强而闻名。此款为千叶胜浦产「地キンメ」并带产地标签（Tag付き），代表更严格的产地认证与高品质流通标准，属于寿司店与Omakase餐厅争相采购的高级货。\nKinmedai的魅力在于：油脂丰厚但细腻不腻，切片刺身口感柔滑，轻炙烧后脂香被瞬间激发，香气更立体，余韵悠长，是中后段最能拉升“高级感”的明星鱼。\nOmakase定位（第几道）\n在Omakase流程中，金目鯛通常属于：\n ✅ 第⑤步：浓郁主角段（Rich Feature Fish）\n 经常安排在中后段作为“油脂高潮”代表，尤其以Aburi炙金目最经典，推动整套菜单进入风味高点。\n口感风味\n油脂丰厚但细腻，入口即化\n甜味明显，鲜味浓郁\n炙烧后香气爆发，余韵悠长\n产品亮点\n✅ 千叶胜浦地金目：本地高端产区代表\n✅ Tag付き产地认证：流通标准更高，品质更稳定\n✅ 高脂白身鱼王者：脂香浓、层次足\n✅ Omakase主角：中后段浓郁担当，出品高级\n✅ 炙烧表现极佳：Aburi最经典、最能体现香气\n推荐吃法\n轻炙烧（推荐）｜刺身｜寿司｜盐烧｜煮付（Nitsuke）｜西京渍\n\nKinmedai (Golden Eye Snapper) is one of Japan’s most prized premium white fish, famous for its rich buttery fat, delicate texture, and deep sweet umami. This selection is a “Ji-Kinme” (local premium Kinmedai) from Katsuura, Chiba, and comes tagged (Tagged / Traceable)—a strong indicator of verified origin and high handling standards sought after by top sushi bars.\nKinmedai is luxuriously rich yet refined. Served as sashimi it is silky and sweet, and when lightly seared (aburi) its aroma and buttery sweetness intensify dramatically, creating an elegant long finish.\nOmakase Placement (Course Step)\nIn an omakase progression, Kinmedai is typically served as:\n ✅ Step ⑤ – Rich Feature Fish (Peak Richness Stage)\n Often placed in later courses as a signature rich highlight—aburi kinmedai is a classic omakase centerpiece.\nTaste Profile\nButtery rich fat, melt-in-your-mouth texture\nPronounced sweetness and deep umami\nAromatic, long luxurious finish (especially aburi)\nKey Highlights\n✅ Premium Ji-Kinme from Katsuura, Chiba\n✅ Tagged / traceable origin for quality assurance\n✅ One of Japan’s most luxurious rich white fish\n✅ Omakase favorite for later-course highlight\n✅ Perfect for aburi, sashimi, grilling, simmered dishes\nBest For\nAburi (Recommended) | Sashimi | Sushi | Grilled | Nitsuke (Simmered) | Saikyo-yaki\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/82c53b10-e0aa-11ee-9aa7-b955782b92b4.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/82c53b10-e0aa-11ee-9aa7-b955782b92b4.jpg","","290"
"AIR-9469743","9469743","9469743","比目鱼｜清爽轻盈 · 开场之选（刺身级） Halibut | Light & Elegant Starter (Sashimi Grade)","② 白身鱼  White Fish 细腻清透，味道干净纯粹。以最本真的鲜味展开，让味觉在不经意间被打开","25","0"," Approx. 3-4 lb each | Price per lb | Charged by actual weight","","unlimited","false","true","","Halibut（サメガレイ / Samegarei）属于比目鱼类高级白身鱼，以其肉质细嫩、清甜干净的风味而广受寿司店与Omakase料理青睐。切面细致透亮，入口柔滑，甜味轻盈、旨味细长，非常适合作为Omakase前段白身鱼出品，用来呈现“鲜度与刀工”的细节。\n相比油脂更厚重的鱼种，Halibut风味更清爽，几乎没有腥味，尤其适合做刺身、寿司、昆布締め或轻炙烧表现层次。\n口感风味\n细嫩柔滑，口感干净\n清甜淡雅，旨味细长\n低腥清爽，余韵轻盈\n产品亮点\n✅ 高级白身鱼代表：清甜细腻、味道干净\n✅ 刺身寿司推荐：切片质感好，卖相高级\n✅ Omakase常用白身：适合开场与前段节奏\n✅ 料理百搭：刺身/寿司/昆布締め/轻炙烧都好吃\n推荐吃法\n刺身（推荐）｜寿司｜昆布締め｜轻炙烧｜清蒸/盐烧\n\nOverview\nJapanese Halibut (Samegarei) is a premium white fish prized in sushi bars and omakase dining for its clean sweetness and delicate, smooth texture. With a beautifully refined grain and translucent cut, it delivers gentle umami and a light, elegant finish, making it ideal for early-course white fish presentations.\nCompared to richer fish, halibut is lighter and cleaner with minimal fishiness, perfect for sashimi, sushi, kombu-jime, or a light sear (aburi) to enhance aroma.\nTaste Profile\nDelicate, smooth, clean texture\nLight natural sweetness with refined umami\nMinimal fishiness and crisp finish\nKey Highlights\n✅ Premium white fish with clean sweetness\n✅ Perfect for sashimi and sushi presentation\n✅ Omakase favorite for early-course white fish\n✅ Versatile: sashimi, kombu-jime, aburi, steaming/grilling\nBest For\nSashimi (Recommended) | Sushi | Kombu-jime | Aburi (Light Seared) | Steamed/Grilled\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/2210e9e0-e0aa-11ee-bb8f-3b8540f1817f.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/2210e9e0-e0aa-11ee-bb8f-3b8540f1817f.jpg","","291"
